Column2,Column1,Id,AcquiredBy,Acquisition date,Company,Business,Country,Value (USD),Derived products,Categories,Founded,Founded(modified),Size,Size(modified),Description,Broad Category
590,587,587,Microsoft,2003,3DO Co-High Heat Baseball,Software,United States,"$450,000 ",,"Publishing, Software, Video Games",1991,1991,,25,3DO Company develops and publishes CD-based entertainment software for personal computers and advanced game system consoles.,AR/VR
591,588,588,Microsoft,2003,GeCAD Software,Antivirus technology,Romania,,,,,1998,,25,,Uncategorised
592,589,589,Microsoft,2003,G.A. Sullivan,Information technology,United States,,,,,1998,,25,,Uncategorised
593,590,590,Microsoft,2003,PlaceWare,Web conferencing,United States,"$200,000,000 ",,"Collaboration, Software",1996,1996,10,10,"PlaceWare provided carrier class, multimedia platform and application services for Web-based communication and collaboration, both inside",AR/VR
594,591,591,Microsoft,2003,DCG,Internet software,Australia,,,,,1998,,25,,Uncategorised
595,592,592,Microsoft,2003,Connectix,Software,United States,,,"Enterprise Software, Hardware, Information Technology",1998,1998,,25,"Connectix provided hardware and software solutions for remote computing access. In its initial product, Virtual, Connectix used VM",AR/VR
596,593,593,Microsoft,2002,Vicinity,Online enterprise location,United States,"$95,849,000 ",,"Business Development, Government, Information Technology",1995,1995,1000,1000,Vicinity provides technology-based solutions that enable businesses and governments to market the local availability of their products and,Software
597,594,594,Microsoft,2002,Rare,Software and video games,United Kingdom,"$375,000,000 ",,,,1997,,25,,Uncategorised
598,595,595,Microsoft,2002,XDegrees,Security software,United States,,,Network Security,2000,2000,,25,XDegrees is building the peer-computing infrastructure for a new class of commercial and enterprise applications.,Security
599,596,596,Microsoft,2002,Mobilocity,Computer consulting,United States,,,"Communications Infrastructure, Mobile, Wireless",2000,2000,,25,"Mobilocity, Inc. is the leading m-business builder for the new era of ubiquitous connectivity.",Software
600,597,597,Microsoft,2002,Navision,Software programming,Denmark,"$1,330,000,000 ",,"Business Development, Enterprise Software, Small and Medium Businesses",2000,2000,10,10,Navision provides integrated software for small and medium-sized businesses.,AR/VR
601,598,598,Microsoft,2002,Sales Management Systems,Software,United States,,,,,1997,,25,,Uncategorised
602,599,599,Microsoft,2001,Yupi,Online Spanish Portal,United States,,,,,1996,,25,,Uncategorised
603,600,600,Microsoft,2001,Maximal Innovative Intelligence,Software,Israel,"$20,000,000 ",,,,1996,,25,,Uncategorised
604,601,601,Microsoft,2001,NCompass Labs,Internet software,Canada,"$36,000,000 ",,"Enterprise Software, IaaS, Web Apps",1996,1996,,25,Born from SFU's ExCITE labs in 1995 and assimilated by Microsoft Corporation in 2001. NCompass Labs began by developing the NCompass World,AR/VR
605,602,602,Microsoft,2001,Intellisol International,Software,Canada,,,,,1996,,25,,Uncategorised
606,603,603,Microsoft,2001,Great Plains Software,Business management software,United States,"$939,884,000 ",,"Enterprise Software, ERP, Financial Services",,1996,,25,Great Plains Software is a leading provider of Microsoft Windows NT client/server financial management software,AR/VR
607,604,604,Microsoft,2000,Pacific Microsonics,Digital audio technology,United States,,,Manufacturing,1986,1986,,25,Pacific Microsonics is a manufacturer of consumer audio equipment and integrated circuits.,Hardware
608,605,605,Microsoft,2000,MongoMusic,Online music search engine,United States,"$65,000,000 ",,Music,1999,1999,,25,"MongoMusic, Inc. provides digital music infrastructure.",Media/Ad/Content
609,606,606,Microsoft,2000,NetGames,Software,United States,,,Video Games,1998,1998,,25,"NetGames USA, a leading developer of scoring, matchmaking and other enhancements for retail and Web-based games.",Uncategorised
610,607,607,Microsoft,2000,Bungie Software,Computer software,United States,,,"Digital Media, Media and Entertainment, Video Games",1991,1991,1000,1000,"From a creepy one bedroom apartment housing two dudes, to a fully-loaded game studio stuffed full of free snacks.",AI/ML/Analytics
611,608,608,Microsoft,2000,Titus Communications,Cable television,United States,"$944,800,000 ",,Telecommunications,1995,1995,,25,Titus Communications Corp. provides broadband telecommunication services in Japan.,Uncategorised
612,609,609,Microsoft,2000,Peach Networks,Digital TV services,Israel,,,Internet,1998,1998,,25,"Provides technology solutions that bring interactive content, including the Internet and PC applications to cable TV subscribers.",Software
613,610,610,Microsoft,2000,Visio Corporation,Wholesale drawing software,United States,"$1,375,000,000 ",,"Business Development, Enterprise Software, Software",1989,1989,1000,1000,"Visio Corporation supplied business drawing and diagramming software products. The company's primary products were Visio Standard, Visio",AR/VR
614,611,611,Microsoft,1999,Entropic,Software,United States,,,"Enterprise Software, Information Technology, Speech Recognition",1985,1985,10,10,Entropic is a provider of software and toolkits for speech recognition.,AR/VR
615,612,612,Microsoft,1999,Softway Systems,Computer programming,United States,,,Software,1995,1995,,25,"Softway Systems, Inc. (http://www.opennt.com) is the leading provider of UNIX system products for Microsoft Windows NT. ",AR/VR
616,613,613,Microsoft,1999,STNC,Community software,United Kingdom,,,Software,1993,1993,,25,"STNC, Ltd., a software development company, develops communication software for the digital cellular telephone industry.",AR/VR
617,614,614,Microsoft,1999,Zoomit,Encryption software,Canada,,,"Business Development, Business Information Systems",,1994,,25,Zoomit VIA is a turnkey metadirectory solution.,Software
618,615,615,Microsoft,1999,Sendit,Application software,Sweden,"$125,420,000 ",,,1994,1994,,25,"As of July 01, 1999, SendIT AB was acquired by Microsoft Corporation. The Swedish company develops software, which is used in mobile phone",Uncategorised
619,616,616,Microsoft,1999,Intrinsa,Defect detection software,United States,"$58,900,000 ",,Software,1999,1999,100,100,Software quality tools that accelerate the software development process.,AR/VR
620,617,617,Microsoft,1999,Omnibrowse,Internet software,United States,,,Internet,1988,1988,,25,"Onfolio, Inc., also known as Project 31, provides Internet research and information management solutions.",Software
621,618,618,Microsoft,1999,ShadowFactor Software,Wholesale computer software,United States,,,,,1994,,25,,Uncategorised
622,619,619,Microsoft,1999,Jump Networks,Internet service provider,United States,,,"Developer Tools, Email, Internet",1998,1998,,25,"Jump Network, Inc. provides Web-based calendar services.",AI/ML/Analytics
623,620,620,Microsoft,1999,Interactive Objects-Digital,Web music software,United States,,,,,1994,,25,,Uncategorised
624,621,621,Microsoft,1999,Numinous Technologies,Software,United States,,,,1996,1996,,25,,Uncategorised
625,622,622,Microsoft,1999,CompareNet,Shopping online,United States,,,"E-Commerce, Price Comparison",1996,1996,,25,CompareNet provides online comparison shopping services that offer discussion groups and information on various products.,AR/VR
626,623,623,Microsoft,1999,FASA Interactive,Computer game software,United States,,,Software,1994,1994,,25,FASA Interactive designs and develops interactive entertainment software for play on personal computers and Xbox 360 console.,AR/VR
627,624,624,Microsoft,1998,LinkExchange,Internet advertising network,United States,"$265,000,000 ",,"Advertising, Business Development, Business Intelligence, Internet",1996,1996,,25,LinkExchange is an internet advertising company providing a banner exchange network,Software
628,625,625,Microsoft,1998,Valence Research,Internet software,United States,,,Software,1996,1996,,25,Valence Research is developer of industry-leading TCP/IP load-balancing and fault tolerance software,AR/VR
629,626,626,Microsoft,1998,MESA Group,Data sharing software,United States,,,Software,1989,1989,,25,"The MESA Group, Inc. provides tools and services for migrating Lotus Notes applications and cc:Mail archives to Microsoft Exchange Server.",AR/VR
630,627,627,Microsoft,1998,Firefly,Relationship management software,United States,"$40,000,000 ",,,,1993,,25,,Uncategorised
631,628,628,Microsoft,1998,Flash Communications,Enterprise instant messaging software,United States,,,"Education, Training",,1993,,25,"Flash Communications developed secure, scaleable instant messaging software for enterprise applications.",AI/ML/Analytics
632,629,629,Microsoft,1997,Hotmail,Internet software,United States,"$500,000,000 ",,"Email, Events, Web Browsers",1995,1995,1000,1000,HotMail is a web-based email service.,AI/ML/Analytics
